timestamp_utc,latitude,longitude,rainfall_mm_hr,rainfall_status,source_file,dataset,version
2015-12-02T04:30:00Z,13.049999237060547,80.25,2.29,VALID,3B-HHR.MS.MRG.3IMERG.20151202-S043000-E045959.0270.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-02T05:00:00Z,13.049999237060547,80.25,0.0,VALID,3B-HHR.MS.MRG.3IMERG.20151202-S050000-E052959.0300.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-02T05:30:00Z,13.0827,80.2707,,MISSING,3B-HHR.MS.MRG.3IMERG.20151202-S053000-E055959.0330.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-02T06:00:00Z,13.0827,80.2707,,MISSING,3B-HHR.MS.MRG.3IMERG.20151202-S060000-E062959.0360.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-02T06:30:00Z,13.0827,80.2707,,MISSING,3B-HHR.MS.MRG.3IMERG.20151202-S063000-E065959.0390.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-02T07:00:00Z,13.0827,80.2707,,MISSING,3B-HHR.MS.MRG.3IMERG.20151202-S070000-E072959.0420.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-02T07:30:00Z,13.0827,80.2707,,MISSING,3B-HHR.MS.MRG.3IMERG.20151202-S073000-E075959.0450.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-02T08:00:00Z,13.0827,80.2707,,MISSING,3B-HHR.MS.MRG.3IMERG.20151202-S080000-E082959.0480.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-02T08:30:00Z,13.0827,80.2707,,MISSING,3B-HHR.MS.MRG.3IMERG.20151202-S083000-E085959.0510.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-02T09:00:00Z,13.0827,80.2707,,MISSING,3B-HHR.MS.MRG.3IMERG.20151202-S090000-E092959.0540.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-02T09:30:00Z,13.0827,80.2707,,MISSING,3B-HHR.MS.MRG.3IMERG.20151202-S093000-E095959.0570.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-02T10:00:00Z,13.0827,80.2707,,MISSING,3B-HHR.MS.MRG.3IMERG.20151202-S100000-E102959.0600.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-02T10:30:00Z,13.0827,80.2707,,MISSING,3B-HHR.MS.MRG.3IMERG.20151202-S103000-E105959.0630.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-02T11:00:00Z,13.0827,80.2707,,MISSING,3B-HHR.MS.MRG.3IMERG.20151202-S110000-E112959.0660.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-02T11:30:00Z,13.0827,80.2707,,MISSING,3B-HHR.MS.MRG.3IMERG.20151202-S113000-E115959.0690.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-02T12:00:00Z,13.0827,80.2707,,MISSING,3B-HHR.MS.MRG.3IMERG.20151202-S120000-E122959.0720.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-02T12:30:00Z,13.0827,80.2707,,MISSING,3B-HHR.MS.MRG.3IMERG.20151202-S123000-E125959.0750.V07B.HDF5,GPM_3IMERGHH,V07B
2015-12-02T13:00:00Z,13.0827,80.2707,,MISSING,3B-HHR.MS.MRG.3IMERG.20151202-S130000-E132959.0780.V07B.HDF5,GPM_3IMERGHH,V07B
